GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
common-xml,org.bremersee.xml.adapter,DurationXmlAdapter,2,19,1,1,0,6,1,3,0,3
common-xml,org.bremersee.xml.adapter,InstantXmlAdapter,0,42,1,3,0,14,1,5,0,4
common-xml,org.bremersee.xml.adapter,DateXmlAdapter,0,44,1,3,0,14,1,5,0,4
common-xml,org.bremersee.xml.adapter,OffsetDateTimeXmlAdapter,0,21,0,2,0,7,0,4,0,3
common-xml,org.bremersee.xml.adapter,EpochMilliXmlAdapter,0,44,1,3,0,14,1,5,0,4
common-xml,org.bremersee.xml,JaxbDependenciesResolverImpl.ScanResult,5,57,5,5,2,12,5,4,0,4
common-xml,org.bremersee.xml,JaxbRuntimeException,0,10,0,0,0,4,0,2,0,2
common-xml,org.bremersee.xml,XmlDocumentBuilderImpl,40,189,8,16,11,62,9,20,1,16
common-xml,org.bremersee.xml,JaxbContextBuilder,8,168,14,24,0,36,14,21,0,16
common-xml,org.bremersee.xml,JaxbContextBuilderImpl,77,592,34,54,16,145,31,46,2,31
common-xml,org.bremersee.xml,SchemaMode,0,54,0,0,0,6,0,1,0,1
common-xml,org.bremersee.xml,JaxbDependenciesResolverImpl.XmlFieldFilter,5,57,5,8,1,17,5,5,0,3
common-xml,org.bremersee.xml,JaxbDependenciesResolverImpl.XmlMethodCallback,84,40,13,3,10,11,8,2,0,2
common-xml,org.bremersee.xml,SchemaSourcesResolver,0,87,1,3,0,19,1,4,0,3
common-xml,org.bremersee.xml,XmlRuntimeException,0,10,0,0,0,4,0,2,0,2
common-xml,org.bremersee.xml,JaxbDependenciesResolverImpl.XmlFieldCallback,78,74,9,11,6,17,6,6,0,2
common-xml,org.bremersee.xml,SchemaBuilder,10,76,0,0,0,13,2,10,2,10
common-xml,org.bremersee.xml,JaxbContextBuilderDetailsImpl,1,224,5,23,0,43,5,21,0,12
common-xml,org.bremersee.xml,JaxbContextWrapper,14,388,17,45,2,75,16,41,1,25
common-xml,org.bremersee.xml,XmlDocumentBuilder,0,4,0,0,0,1,0,1,0,1
common-xml,org.bremersee.xml,JaxbContextData,11,161,4,18,1,36,4,18,0,11
common-xml,org.bremersee.xml,JaxbContextBuilderDetails,0,69,0,6,0,15,0,6,0,3
common-xml,org.bremersee.xml,JaxbDependenciesResolverImpl.XmlMethodFilter,6,71,8,11,1,19,7,6,0,3
common-xml,org.bremersee.xml,SchemaBuilderImpl,27,303,7,29,6,79,6,28,1,15
common-xml,org.bremersee.xml,ConverterUtils,18,215,3,37,4,63,3,39,0,22
common-xml,org.bremersee.xml,JaxbDependenciesResolverImpl,77,365,7,31,4,71,17,26,11,13
common-xml,org.bremersee.xml,JaxbDependenciesResolver,0,14,0,0,0,3,0,2,0,2
